ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
BMP,Công ty Cổ phần nhựa Bình Minh,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-1,3.7581,0.0826,-0.1201,0.0415,,0.0348,4248582682200,1.6636,0.1522,0.1737,5103,-1,1250.518,11442212325,0.609,0.0981,13855.3825,,,18.6039,0.32,1.371,1.691,98.309,71.929,0,28.071,0.9573,1.1317,0.2172,-0.2298,-0.2588,0.02,81.3961,18.5839,0.0771,4000,0.2312,5302.324,9.7882,,0.0826,4.9618,1.5517,3123167000,375729000,53800,1899.9999999999986,0.03660886319845846,12583000000,235710,-0.024245861396631208,0.07537330796709685,-0.02181818181818187,0.6904417771633254,53.67,52.06,48.33,44.77,48.078342053868866,56.041657946131195
BOT,Công ty cổ phần BOT Cầu Thái Hà,UPCOM,Xây dựng & Vật liệu,Xây dựng & Vật liệu,,1.1757,0.0136,0.0463,-0.1297,-0.2114,-0.0144,2471948000000,9.0041,-0.1181,-0.5678,502,,-843.4614,1634209000,2.6406,-6.2192,-0.5367,-0.0569,,100,0,0.016,0.016,99.984,62.943,0,37.057,0.0787,,,,,0,0,100,,,-2.1733,-3960.1859,-12.8701,,,1.1757,0.019,0,0,51600,600.0000000000014,0.0117647058823529,1555940000,30400,0.011647254575707144,-0.047469841767194154,-0.10260869565217388,0.06611570247933887,51.03,51.17,52.22,54.36,50.53978350147485,51.810216498525115
BSI,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,Tài chính,Dịch vụ tài chính,-0.3329,2.1391,-66.1439,0.4393,-0.0482,-0.0432,0.0321,972565512000,0.7422,0.009,0.0134,3269,-0.4197,-498.6023,668871400,0.1915,0.0274,,0.3588,-347.9198,91.9015,0,0.022,0.022,99.978,99.5,0.411,0.089,0.2206,-0.7049,-0.7903,9.5815,-0.3576,0,8.0985,91.9015,0.0625,500,0.2087,154.1421,51.9002,-0.4724,,2.1391,0.3298,0,0,8310,310.0000000000005,0.03875000000000006,140000000,16980,-0.8473021582733813,-0.7780029416571335,-0.13437499999999994,0.3448778119436803,8.63,8.39,8.1,7.71,7.451818734148313,9.322181265851688
BSR,Công ty cổ phần Lọc – Hóa dầu Bình Sơn,UPCOM,Sản xuất dầu khí,Dầu khí,-0.0815,1.2841,-2.5362,-0.3773,-0.0657,0.0853,-0.1089,21198115874592,0.6756,-0.0019,-0.003,852,-0.1919,-751.5838,42999943380,-0.7768,-0.001,-28.0491,0.007,-4850,58.8735,0,0.001,0.001,99.999,0,0,100,1.3851,,,,,0,41.1265,58.8735,,,0.0103,-31.327,-218.246,-0.1919,,2.224,1.8985,398700000,700000,7000,200.00000000000017,0.02941176470588247,13981580000,2022200,-0.38964505152356177,-0.6531823006452735,-0.44,0.4583333333333333,7.15,7.28,6.67,7.85,6.642504901979638,7.917495098020362
BVH,Tập đoàn Bảo Việt ,HOSE,Bảo hiểm phi nhân thọ,Bảo hiểm,0.0806,3.977,0.4079,-0.1547,0.0108,0.286,0.0404,33775685762000,1.774,0.0064,0.0445,4023,0.056,170.3254,44565529325,0.1752,0.0238,,0.1331,588.3982,71.7277,0,0.034,0.034,99.966,87.085,0,12.915,1.3948,-0.5396,-0.2314,0.312,0.1791,72,28.2723,-0.2723,,,-0.0321,1128.1946,40.3299,-0.003,0.4079,3.9828,0.2679,890952500,15755476500,45950,450.00000000000284,0.009890109890109855,24550000000,538190,-0.04087837356182544,-0.4018336550954561,-0.4706404156538368,0.42260061919504655,47.58,48.66,48.49,58.83,44.912019903873286,52.39798009612676
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,HNX,Tài chính,Dịch vụ tài chính,0.035,43.7557,-1.6102,-0.4961,-0.0244,0.0677,-0.0731,700341406500,0.3978,0.0351,0.0469,4943,0.3089,-314.4646,1597214430,-0.2773,0.16,,-0.1808,43.2485,74.0514,0,0.158,0.158,99.842,64.971,0.047,34.982,0.7657,0.1508,-0.266,0.7135,-0.6557,0,25.9486,74.0514,,,0.416,1154.1432,8.4045,0.3089,,43.7557,0.2194,97010000,96000000,9500,-199.9999999999993,-0.020618556701030855,567360000,59200,-0.3522961757027915,-0.6203224949942856,-0.15178571428571427,0.20253164556962025,9.98,10.18,9.45,9.81,9.188839064530669,11.17116093546933
BWE,Công ty Cổ phần Nước - Môi trường Bình Dương,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,-1,0.6685,-0.1875,-0.0464,0.0173,,0.0563,3532500000000,1.6398,0.0803,0.2315,1076,-1,877.7929,4494519200,0.5147,0.1808,5.281,,,90.3661,0.834,6.025,6.859,93.141,63.5,0,36.5,0.7143,-0.3712,0.3028,-0.6489,-0.3484,25,9.6339,65.3661,0.0425,1000,0.3944,3359.4348,7.0101,,-0.1875,1,0.4443,203332500,0,23800,250,0.010615711252653925,755000000,31970,-0.7777221561715648,-0.8331245432717402,-0.13492294271590577,0.48750000000000004,23.87,23.6,22.11,22.15,22.556715687416492,24.65328431258343
C32,Công ty cổ phần CIC39,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1104,1.0352,-0.2778,-0.3894,-0.0027,0.0412,0.0285,342687306000,0.7293,0.099,0.1716,2769,-0.1795,1279.0061,1096899725,0.3287,0.1039,5.878,0.1442,-29.5674,76.5234,0.005,2.388,2.393,97.607,37.032,0,62.968,0.3375,0.3866,0.2025,-0.6894,-0.6751,0,23.4766,76.5234,0.0526,1200,0.1676,5775.8035,3.9475,-0.1795,-0.2778,1.2617,0.9532,6660000,0,22800,0,0,1061000000,47690,1.5738032273733067,0.053771281473379506,-0.12307692307692306,0.2063492063492064,23.49,23.94,24.22,21.81,22.509056255474025,25.370943744526
C4G,Công ty cổ phần Tập đoàn CIENCO4,UPCOM,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.2504,0.8525,5.7847,-0.6932,0.0023,0.0818,0.0316,682000000000,0.5612,0.0113,0.0666,568,-0.3189,158.0339,5961785830,-0.3772,0.0388,1.4425,-0.0995,-43.6429,99.8089,5.869,6.486,12.355,87.645,53.934,0,46.066,1.1999,,,,,0,0.1911,99.8089,,,0.1459,810.786,8.4116,-0.3189,,1.0433,0.2906,0,0,7000,200.00000000000017,0.02941176470588247,2954810000,432700,-0.40490058250151906,-0.47636144662441615,-0.12236710130391174,1.1452650934722648,7.06,7.07,6.52,5.55,6.613907811188425,7.520292188811575
C69,Công ty cổ phần Xây dựng 1369,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.9437,0.7864,-0.4888,-0.5979,0.0029,0.4697,-0.0034,88500000000,0.5648,0.0127,0.032,1166,-0.0551,33.552,1444931010,-0.3877,0.0108,1.6126,0.5078,112.8682,99.874,0,24.215,24.215,75.785,20.333,0,79.667,0.8814,-0.8221,-0.7758,0.4037,-0.7484,0,0.126,99.874,,,0.1441,330.7227,17.8397,-0.3701,-0.4888,1.6062,1.1743,0,0,6000,99.99999999999964,0.016949152542372836,257189999.99999997,43300,-0.8195999451717154,-0.8103275135711102,-0.8052580331061344,0.42857142857142855,6.32,6.2,6.1,10.02,5.376525809816091,7.01347419018397
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.6026,1.2816,2.7717,-0.063,0.0331,0.0099,0.1232,319199227200,0.576,0.05,0.083,3407,0.3037,417.502,1753824420,0.9643,0.0724,5.9665,0.1671,8.6112,96.5807,2.676,22.209,24.885,75.115,47.956,0,52.044,1.0377,-0.2837,-0.5474,-0.7145,-0.7897,0,3.4193,96.5807,,,0.1374,963.6129,6.9738,0.3037,2.7717,1.9157,0.6896,0,0,6800,80.00000000000007,0.011904761904761862,515000000,76160,-0.5674152835997228,-0.6961427363112622,-0.2958475717096407,0.7302798982188294,6.86,6.92,6.97,6.82,6.578349737930274,7.255650262069736
CEO,Công ty Cổ phần tập đoàn C.E.O,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,1.0256,0.8979,-0.9301,-0.7919,-0.0046,0.4833,-0.0093,1878581890500,0.5191,0.0461,0.1127,2101,1.0065,30.3788,25153687860,-0.0675,0.0987,1.2722,-0.0457,23.7475,84.2357,3.86,27.715,31.575,68.425,42.421,0.978,56.601,1.0398,-0.3395,-0.3855,-0.8159,-0.8105,0,15.7643,84.2357,,,0.3301,1623.2,4.4973,0.2039,-0.9301,1.2376,0.4668,730000,0,8000,700.0000000000002,0.09589041095890405,17166570000,2267600,-0.1283339850839632,-0.1964742383815299,-0.2727272727272727,0.3559322033898305,8.48,8.78,7.88,8.49,7.227726742026328,10.34227325797367
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.325,0.6192,-0.0763,0.3577,-0.0366,0.1287,-0.0011,4334914818300,0.7853,0.0327,0.1081,5157,1.0613,992.4166,41008032850,-0.1185,0.5653,2.4626,0.3133,73.6469,53.5009,0.42,4.43,4.85,95.15,48.125,18.561,33.314,0.7353,-0.5315,-0.4106,-0.8105,-0.7133,0,46.4991,53.5009,,,0.3427,3920.0705,4.63,1.0603,-0.0763,1.1821,0.0579,315357500,5489600500,18200,50.00000000000071,0.0027548209366392573,19761000000,1085620,-0.12288653563530982,-0.4885422332380649,-0.30000000000000004,0.011111111111111072,18.71,19.03,19.51,21.8,18.04085163305316,20.01414836694684
CKG,CÔNG TY CÔ PHẦN TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,HOSE,Hàng gia dụng,Đồ dùng cá nhân và đồ gia dụng,0.2349,0.7164,-0.7047,-0.6053,0.0274,0.0336,0.0724,520000000000,0.827,0.0276,0.1835,97,0.1219,163.174,5840947825,0.2851,0.0958,4.8439,0.3546,0.0027,99.0449,1.66,19.81,21.47,78.53,15.202,0,84.798,,-0.487,-2.9336,-0.1916,-0.5561,0,0.9551,99.0449,0.0962,1000,0.2589,2445.6059,4.2525,,,2.035,0.2883,21235500,0,11050,650.0000000000003,0.0625,4565000000,429930,-0.4376294970804294,-0.1680438105927201,-0.061331974176010814,0.5767694063926941,11.08,10.18,8.92,,8.231522069501384,12.133377930498625
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,HOSE,Phần mềm & Dịch vụ máy tính,Công nghệ,0.0154,1.6526,-0.5834,-0.1834,0.0046,0.6514,-0.016,3104995839300,1.4629,0.0329,0.0732,3812,-0.0072,279.1239,2771544825,1.663,0.0297,9.2535,0.3147,595.8025,62.305,0.347,3.241,3.588,96.412,75.363,0,24.637,1.0443,-0.6459,-0.5978,1.1541,-0.2933,0,37.695,62.305,,,0.1882,1660.4506,18.6997,-0.2846,-0.5834,1.7622,1.1088,6571000,19702500,31000,-50.00000000000071,-0.0016103059581320522,665000000,21360,-0.6701565829704438,-0.7701087570697477,-0.2583732057416268,0.4418604651162791,30.71,29.94,29,32.58,27.718028152570962,32.16697184742901
CMX,Công ty cổ phần Camimex Group,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.1046,0.4717,-0.7623,0.5296,0.361,1.4886,0.1215,380771539200,0.7612,0.0954,0.3608,3521,-0.4904,748.2776,11907231625,1.6931,0.1252,2.8247,0.6248,-153.7508,94.5253,11.294,7.261,18.555,81.445,28.171,0,71.829,0.7958,-0.4335,0.4769,-0.9069,-0.8293,0,5.4747,94.5253,,,0.2026,8743.2916,1.647,-0.4904,-0.8811,1.0583,0.7615,285892000,33060000,15400,1000,0.06944444444444442,4989000000,337250,-0.2364191283517747,-0.5049813771718987,-0.4477317554240631,0.7097812812257134,16.16,17.04,15.79,14.31,14.283102420817789,19.80189757918224
CNG,Công ty Cổ phần CNG Việt Nam,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,0.171,1.9719,-0.3198,0.0562,-0.024,0.0104,0.0895,557543247450,1.1315,0.0969,0.1615,3142,-0.2621,501.238,834729225,0.0292,0.0385,,0.0038,-64.4888,79.1757,0,0.005,0.005,99.995,70.675,0.001,29.324,0.3547,-0.2412,-0.0912,-0.67,-0.5504,0,20.8243,79.1757,0.0484,1000,0.0863,3134.6841,6.5876,-0.2621,-0.3198,2.0386,2.5179,832000,0,20800,150.00000000000213,0.007263922518159882,170000000,8200,-0.6234559397529504,-0.794052642153908,-0.13119752725450062,0.08900523560209428,20.76,20.88,20.93,21.8,20.359354267603006,21.395645732396996
CRC,Công ty Cổ phần Create Capital Việt Nam,HOSE,Bán lẻ,Dịch vụ bán lẻ,0.6793,0.849,-0.8332,-0.3756,-0.0184,-0.0988,0.0177,172500000000,0.9809,0.0159,0.0334,680,-0.5588,33.9158,1276499825,-0.1949,0.013,1.3263,0.1641,-1172.8425,99.9635,1.424,15.267,16.691,83.309,10,0,90,0.1618,-0.8533,-0.8741,1.5846,-0.6021,0,0.0365,99.9635,,,0.0281,406.2338,28.3088,-0.5588,-0.8332,1.3867,1.2202,0,0,11600,99.99999999999964,0.008695652173912993,1210000000,105190,-0.018356243642505876,-0.01498267628055061,-0.36281241417193083,0.054545454545454515,11.62,11.86,11.56,12.85,10.778981961297234,12.941018038702758
CRE,Công ty Cổ phần Bất động sản Thế kỷ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.3706,1.7615,-0.6285,-0.6174,0.0079,0.2745,-0.0061,1443998050600,0.7777,0.1341,0.1959,664,0.233,540.6618,24148148600,-0.3855,0.1627,25.4833,0.1517,11.7505,79.4846,0.37,2.466,2.836,97.164,58.496,0,41.504,0.401,0.9212,0.0682,-0.8349,-0.716,0,20.5154,79.4846,,,0.3178,4475.4571,4.0331,-0.2294,-0.6285,1.9715,0.8241,127410000,63000000,18200,149.99999999999858,0.008310249307479145,11483000000,634260,-0.4684346958119935,-0.526109515727798,-0.28767123287671237,0.2297297297297297,18.37,18.08,16.59,21.1,16.751231807635158,19.413768192364806
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,HOSE,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,0.0959,0.483,-0.6311,-0.2291,0.0097,0.0431,0.0019,1544016403800,1.33,0.017,0.0519,3976,7.6737,122.5619,1656987600,-0.1879,0.0146,1.4979,-0.0121,14.8056,98.0872,0.121,0.221,0.342,99.658,59.095,0.001,40.904,0.6454,-0.7254,-0.5273,0.6495,-0.0455,51.01,1.9128,47.0772,,,0.1427,615.1037,24.2236,7.6737,-0.6311,1.0268,1.166,2695500,0,15000,99.99999999999964,0.006711409395973034,302000000,20290,-0.7552679508364795,-0.8101662565609125,-0.13043478260869565,0.1450381679389313,15.07,15.31,15.85,14.78,14.108310313294664,16.52168968670533
CSV,Công ty Cổ phần hóa chất cơ bản Miền Nam ,HOSE,Hóa chất,Hóa chất,-0.0137,2.9314,-0.2896,-0.2185,0.0523,0.1108,0.0018,928200000000,0.9465,0.1832,0.2479,1931,-0.0267,1067.369,5559393475,0.4161,0.1516,16.2639,0.1217,29.3142,90.3793,0.064,0.123,0.187,99.813,65.002,0,34.998,0.6715,2.337,1.798,-0.7694,-0.1246,65,9.6207,25.3793,0.0952,2000,0.2795,5274.7543,3.9812,-0.0267,-0.2896,4.4287,1.2084,194264500,0,21300,300.0000000000007,0.014285714285714235,1745000000,82590,-0.5162027274005343,-0.6620247414749127,-0.17521781219748303,0.2307158953024788,22.02,22.29,21.52,20.65,20.99310000385298,23.588899996147042
CTD,Công ty Cổ phần Xây dựng Coteccons,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.169,1.907,-0.4709,-0.5243,0.0146,0.0637,-0.0821,5309963080800,0.625,0.0419,0.0775,3814,-0.5293,1617.5642,45528187750,0.366,0.028,,-0.0371,-27.0707,52.0441,0.892,11.929,12.821,87.179,63.632,3.883,32.485,0.9996,-0.4132,-0.4569,-0.3524,-0.7216,0,47.9559,52.0441,,,0.0421,8456.3626,8.2305,-0.5176,-0.4709,2.1442,1.4947,148800000,2312352000,74400,4800.000000000011,0.06896551724137945,58200000000,782260,0.023245592807744853,0.19413328936963992,-0.3328251804689952,0.6551724137931035,68.67,68.38,67.51,66.92,60.980441189633495,75.76955881036656
CTF,Công ty Cổ phần City Auto,HOSE,Ôtô & phụ tùng ôtô,Ôtô & linh kiện phụ tùng ,0.8677,0.7024,-0.8329,-0.3872,-0.0106,0.9929,-0.0608,956339328000,2.1338,0.008,0.0211,1127,-0.29,10.972,3143871275,1.6626,0.002,1.1276,0.6015,199.6687,99.9702,9.56,19.169,28.729,71.271,35.971,0,64.029,-0.0691,-0.8708,-0.8078,4.1689,0.5314,0,0.0298,99.9702,,,0.054,276.6591,75.9057,-0.3826,-0.8329,1.1832,3.9257,0,0,21000,0,0,2804000000,134070,-0.09757279592908208,-0.10243922033319608,-0.14979757085020243,0.05,21.19,21.1,21.45,22.23,20.508029898977615,21.6869701010224
CTG,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,HOSE,Ngân hàng,Ngân hàng,0.248,,-0.0907,,0.0188,0.1491,-0.0146,80239368181800,1.08,0.0077,0.1232,4002,0.7937,648.4565,118391999450,0.2134,,,0.0656,43.0935,70.107,0.003,0.003,0.006,99.994,84.192,0,15.808,1.3046,-0.4539,-0.3012,-0.3329,-0.5058,64.46,29.893,5.647,,,,2510.4626,8.5841,0.7937,-0.0907,,0.0278,3210474500,3061225000,22300,750,0.03480278422273786,46103000000,2104360,-0.2624181885159511,-0.57966762270597,-0.19639639639639636,0.29651162790697677,22.68,23.22,22.07,22.05,21.386587880481216,25.05341211951881
CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.1314,0.6093,-0.2007,-0.2577,0.0124,-0.0092,0.0108,794599956500,-0.9508,0.0152,0.0474,3756,-0.3511,272.129,17196597950,0.2843,0.0906,1.5181,0.0218,-50.234,86.902,1.97,13.081,15.051,84.949,28.563,14.964,56.473,0.3229,-0.7871,-0.6678,0.0456,-1.4236,0,13.098,86.902,,,0.4447,1091.1901,13.2882,-0.3511,-0.2007,0.9189,0.1673,190102000,0,15150,650.0000000000003,0.04482758620689653,19675000000,1349470,1.1450700441740063,0.4424225969955897,-0.3680917622523462,0.04844290657439449,16.15,17.02,17.61,20.24,14.536435278178256,19.505264721821707
CTR,Công ty cổ phần Công trình Viettel,UPCOM,Điện thoại cố định,Viễn thông,0.1817,1.136,-0.0995,0.0064,0.0583,0.1367,0.0837,2698489855122,2.9454,0.0768,0.2241,973,0.2313,836.1216,12722523500,1.1324,0.0372,,0.055,81.49,99.5839,0.04,0.149,0.189,99.811,73.222,0,26.778,1.7171,,,,,73.22,0.4161,26.3639,,,0.0579,3415.3129,13.0173,0.0515,-0.0995,1.3506,2.0638,160800000,0,46200,1700.0000000000027,0.038202247191011285,32210130000,706800,2.5780131396305963,1.48824350708558,-0.15458937198067627,0.9332161687170476,44.89,45,43.63,43.38,42.372453616011235,47.62754638398871
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,HOSE,Tài chính,Dịch vụ tài chính,-0.2264,2.5395,-2.9615,-0.7222,-0.07,-0.0015,-0.2564,776717182200,0.66,-0.0093,-0.0181,3987,-0.2379,-864.3956,2172922685,0.2519,-0.0524,,0.0866,91.3023,89.3095,0.001,0.002,0.003,99.997,81.779,0.035,18.186,0.8632,-1.3049,-1.2833,-7.7805,-0.4287,0,10.6905,89.3095,,,0.1449,-219.5029,-33.257,-0.2379,,2.5395,0.1782,154925100,71686000,7400,100.00000000000054,0.013698630136986356,578000000,79430,-0.5793013956198194,-0.7272953556438668,-0.13752913752913748,0.42307692307692313,7.41,7.4,6.59,7.17,6.8349835094739895,7.972016490526016
CVT,Công ty Cổ phần CMC,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.0118,0.1417,-0.9786,-0.6192,0.0937,0.1022,-0.0157,632917800750,0.8946,0.1119,0.2192,3890,0.0165,33.8921,3698253550,0.8124,0.0991,1.318,-0.0764,-23.0859,89.3114,2.686,13.047,15.733,84.267,17.627,0,82.373,0.9657,0.5672,0.5361,-0.6414,-0.6014,0,10.6886,89.3114,,,0.1701,3784.7581,4.5578,0.0165,-0.9786,1.2729,1.1284,86085500,0,17450,199.9999999999993,0.011594202898550732,2812000000,162100,0.16606121641549465,-0.20940134465175375,-0.2698744769874477,0.19520547945205474,17.57,17.79,17.47,19.55,16.69931214364474,18.880687856355266
D11,Công ty Cổ phần Địa ốc 11,HNX,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,1.0262,0.7584,-0.8244,-0.9152,0.0275,0.164,0.0512,144143230000,1.2947,0.0492,0.2681,3413,1.0757,308.3615,1884377750,1.5106,0.0734,16.0957,0.1707,1.8423,99.92,7.089,41.314,48.403,51.597,52.461,0,47.539,0.2275,-0.2951,0.4618,-0.7962,-0.5273,20,0.08,79.92,,,0.109,4418.8872,4.9786,1.0757,-0.8244,1.2757,0.6703,0,0,19800,-2199.999999999999,-0.09999999999999998,293840000,14800,-0.7989862387065579,-0.769381498319056,-0.543778801843318,0.6936104695919939,26.44,31.69,25.11,19.78,18.210548972602783,45.16945102739723
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2 ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,1.7034,2.5663,-0.6835,-0.7773,0.0945,0.6805,-0.0447,1131559300800,1.3663,0.1825,0.5631,3973,2.9761,2285.7076,10343971050,3.4313,0.5152,,0.3194,2.9874,93.2936,0.453,1.445,1.898,98.102,57.945,0.211,41.844,1.2638,1.6146,2.0703,-0.8995,-0.5011,57.82,6.7064,35.4736,0.0565,3000,0.6624,21636.9378,2.4541,0.9881,-0.6835,2.912,0.3542,608485000,606145000,55400,2299.9999999999973,0.043314500941619594,4022999999.9999995,74590,-0.28919933675122456,-0.5714363690163261,-0.361677612628183,0.3601767738767493,56.46,58.11,56.99,62.86,52.05487623888694,64.17512376111303
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.0515,0.7457,-0.8791,-0.3832,0.0021,0.0865,0.0424,284865856000,0.4264,0.0281,0.0666,3736,-0.0149,22.816,2736730640,-0.4671,0.0293,1.1101,0.1697,-71.8338,99.7521,0.747,0.792,1.539,98.461,45.749,0.002,54.249,0.4716,-0.6064,-0.5333,-0.4936,-0.81,0,0.2479,99.7521,,,0.0907,854.63,6.4355,-0.0149,-0.8791,1.3686,0.9576,108200,559200,5680,179.99999999999972,0.032727272727272716,4545000000,822470,0.4983012560685691,0.719371596408525,-0.20559440559440564,0.18333333333333326,5.86,5.69,5.51,6.1,5.161481279953349,6.216518720046664
DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á,HOSE,Du lịch & Giải trí,Du lịch & Giải trí,-0.5261,0.4085,-0.8137,-0.7773,-0.0234,-0.0004,-0.0361,577980000000,1.6303,0.0046,0.0086,1359,-0.9323,1.8781,12680572725,0.5834,0.0436,1.1389,-0.1406,-1690.6863,97.5437,0.014,14.775,14.789,85.211,20.468,0,79.532,0.2606,-0.7677,-0.8037,13.7418,-0.5046,0,2.4563,97.5437,,,-0.0127,93.0398,181.6427,-0.9323,-0.8137,0.413,0.1056,779671000,0,18050,1150.000000000002,0.06804733727810675,38938000000,2198620,1.8520060241041998,1.5832808519837949,0.06804733727810655,1.2877059569074778,16.04,14.9,12.29,10.12,11.587160650853384,18.217839349146622
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.0768,0.3041,0.3508,0.1448,0.1152,0.1017,0.0341,4651517648400,1.3784,0.0663,0.2126,4487,-0.153,3827.8528,161613524650,2.4086,0.0804,5.5169,0.1487,-891.2138,94.3083,6.396,24.228,30.624,69.376,18.272,0,81.728,1.0363,-0.6063,-0.1298,-0.6403,-0.6909,0,5.6917,94.3083,0.0113,500,0.1987,6976.1584,6.3645,-0.23,0.3508,1.051,0.8243,2223112500,22782977000,45700,1300.0000000000043,0.029279279279279313,108519000000,2419510,-0.19179485603519142,-0.27030508329405156,-0.1925795053003533,2.3416203568294827,48.15,48.82,38.94,24.04,41.33998202944363,56.29501797055639
DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar),HOSE,Dược phẩm & công nghệ sinh học,Y tế,-0.0994,1.3615,0.1389,-0.0702,0.0455,0.047,-0.0436,2485379516750,2.7052,0.0948,0.1529,746,-0.1275,783.766,1236893150,0.5561,0.1056,18.1831,0.1298,2031.9419,99.9613,12.61,4.112,16.722,83.278,13.335,0,86.665,0.2335,-0.2713,-0.1233,0.0957,0.0042,13.34,0.0387,86.6213,0.0316,1500,0.3507,2817.2811,16.8425,-0.1275,0.1389,1.943,0.8977,4750000,475000,48000,549.9999999999972,0.011591148577449806,583000000,12220,-0.17527164743200374,-0.5258787925816715,-0.22516909070364333,0.17233294255568582,47.28,47.57,49.65,51.45,46.39765192882421,48.742348071175876
DCL,Công ty Cổ phần Dược phẩm Cửu Long ,HOSE,Dược phẩm & công nghệ sinh học,Y tế,-0.0649,4.4668,-0.918,-0.1537,0.0302,0.0985,-0.0211,1167914533200,1.3126,0.0582,0.1147,4304,6.0584,124.9614,1935833775,1.0018,0.1273,2.1142,-0.0107,8.2119,96.9934,0,0.018,0.018,99.982,74.609,0,25.391,0.2504,-0.5527,-0.3423,-0.2211,-0.5128,0,3.0066,96.9934,,,0.2597,1716.4497,11.9724,6.0584,-0.918,5.1926,0.4572,0,5647500,21000,449.9999999999993,0.021897810218977964,1118000000,53890,-0.43825963683365643,-0.38790577224506484,-0.34375,0.308411214953271,21.76,21.78,21.31,21.33,20.44954103979119,23.10545896020879
DCM,Công ty Cổ phần Phân Bón Dầu khí Cà Mau,HOSE,Hóa chất,Hóa chất,0.0529,0.9211,-0.2725,-0.3618,0.0129,-0.0259,0.0018,4510488000000,0.7353,0.0318,0.0538,1918,-0.3505,172.4936,23441031670,-0.0866,0.0482,7.5055,-0.0778,-108.4385,98.0694,0,0.028,0.028,99.972,84.093,0,15.907,0.6831,-0.4208,-0.3928,-0.219,-0.3199,75.56,1.9306,22.5094,,,0.1273,632.0517,13.4799,-0.3505,-0.2725,1.4386,0.659,917351900,0,8810,290.0000000000009,0.03403755868544622,14124000000,1627540,-0.4705330844439124,-0.3822438666674005,-0.08037578288100204,0.6654064272211722,9.05,8.76,8.47,7.06,7.94834320943173,9.579656790568265
